0.0;0.0;0.034848836308832176
0.0;1.0;0.8140203425416136
0.0;2.0;0.2864255320428354
0.0;3.0;0.186916051673662
0.0;4.0;0.1305889264892448
0.0;5.0;0.24141377993795965
0.0;6.0;0.05865853027233414
0.0;7.0;0.6354302650892445
0.0;8.0;0.9254651892154262
0.0;9.0;0.5268605197318095
0.0;10.0;0.9867994079650988
0.0;11.0;0.39654832047465116
0.0;12.0;0.4968085243453598
0.0;13.0;0.012774512650906344
0.0;14.0;0.9645653452137505
0.0;15.0;0.4773712632663354
0.0;16.0;0.026770918085567974
0.0;17.0;0.23028529679692
0.0;18.0;0.5381281267076307
0.0;19.0;0.7053747398971839
0.0;20.0;0.3439302269264516
0.0;21.0;0.28440676366909023
0.0;22.0;0.46562164779149895
0.0;23.0;0.5939439150706681
0.0;24.0;0.7115567900800764
0.0;25.0;0.5503498350229464
0.0;26.0;0.22636642063591528
0.0;27.0;0.630366695135868
0.0;28.0;0.3920005953718919
0.0;29.0;0.0005614825248295707
0.0;30.0;0.07054643153648599
0.0;31.0;0.44631951668679903
0.0;32.0;0.20084168035370364
0.0;33.0;0.7677107721102139
0.0;34.0;0.06076491241594195
0.0;35.0;0.004586632076580943
0.0;36.0;0.7879932053467305
0.0;37.0;0.7254890963863104
0.0;38.0;0.10148624639809567
0.0;39.0;0.6763476117025766
0.0;40.0;0.37363645340687657
0.0;41.0;0.17641882948973742
0.0;42.0;0.39194115450761524
0.0;43.0;0.06611543903860939
0.0;44.0;0.18012002028690133
0.0;45.0;0.27643152320962605
0.0;46.0;0.2946608542957553
0.0;47.0;0.5602400388337151
0.0;48.0;0.14117930230002418
0.0;49.0;0.2871982266445522
0.0;50.0;0.9549958900100363
0.0;51.0;0.8272029098697724
0.0;52.0;0.19948863716127352
0.0;53.0;0.06917012446523851
0.0;54.0;0.4420331194581726
0.0;55.0;0.6645008120249138
0.0;56.0;0.5830495552565856
0.0;57.0;0.13166327215681617
0.0;58.0;0.9948547026964832
0.0;59.0;0.07746071014515221
0.0;60.0;0.8451792089170567
0.0;61.0;0.5728212089799969
0.0;62.0;0.7283234093640698
0.0;63.0;0.18072201158878942
0.0;64.0;0.12861259325000862
0.0;65.0;0.4179548051653825
0.0;66.0;0.6631267379921031
0.0;67.0;0.8495626246971111
0.0;68.0;0.9035452890869596
0.0;69.0;0.7470280737615166
0.0;70.0;0.988522014612967
0.0;71.0;0.006584905146845399
0.0;72.0;0.7064909566679861
0.0;73.0;0.6250284111625123
0.0;74.0;0.02949901802897803
0.0;75.0;0.3023060159830754
0.0;76.0;0.05076802612928066
0.0;77.0;0.5056639431046909
0.0;78.0;0.16641927185342276
0.0;79.0;0.6795207350397376
0.0;80.0;0.6686813557866662
0.0;81.0;0.3317452045272997
0.0;82.0;0.9802606357955876
0.0;83.0;0.23258289093753626
0.0;84.0;0.34533183017331204
0.0;85.0;0.03828595367071197
0.0;86.0;0.20246810077854738
0.0;87.0;0.014657928426303757
0.0;88.0;0.13124192062318163
0.0;89.0;0.31427008108139465
0.0;90.0;0.18953185193616473
0.0;91.0;0.12985188897372568
0.0;92.0;0.9140051420542077
0.0;93.0;0.08796336832468554
0.0;94.0;0.1723310747507677
0.0;95.0;0.952547703411595
0.0;96.0;0.6074243542516375
0.0;97.0;0.447981819947209
0.0;98.0;0.18255553553467463
0.0;99.0;0.14477459396140824
1.0;0.0;0.3119579071171702
1.0;1.0;0.20344902495130845
1.0;2.0;0.6727404161895496
1.0;3.0;0.2318703858006934
1.0;4.0;0.7928366343637221
1.0;5.0;0.8302937370794058
1.0;6.0;0.9574070563008564
1.0;7.0;0.18413980562900123
1.0;8.0;0.1250356438776412
1.0;9.0;0.07405541419545636
1.0;10.0;0.34724521364466865
1.0;11.0;0.5183625699558616
1.0;12.0;0.7136587315099572
